file;algo;taille anneau;nb robots;error;time elapsed
log_algov5_10_2.txt;5;10;2;0;0:09.42
log_algov5_10_3.txt;5;10;3;0;33:38.73
log_algov5_10_4.txt;5;10;4;3;6:00:00
log_algov5_10_5.txt;5;10;5;3;6:00:00
log_algov5_2_2.txt;5;2;2;0;0:07.49
log_algov5_2_3.txt;5;2;3;0;17:52.72
log_algov5_2_4.txt;5;2;4;3;6:00:00
log_algov5_2_5.txt;5;2;5;3;6:00:00
log_algov5_3_2.txt;5;3;2;0;0:07.57
log_algov5_3_3.txt;5;3;3;0;21:13.63
log_algov5_3_4.txt;5;3;4;3;6:00:00
log_algov5_3_5.txt;5;3;5;3;6:00:00
log_algov5_4_2.txt;5;4;2;0;0:07.85
log_algov5_4_3.txt;5;4;3;0;23:37.96
log_algov5_4_4.txt;5;4;4;3;6:00:00
log_algov5_4_5.txt;5;4;5;3;6:00:00
log_algov5_5_2.txt;5;5;2;0;0:07.79
log_algov5_5_3.txt;5;5;3;0;23:29.03
log_algov5_5_4.txt;5;5;4;3;6:00:00
log_algov5_5_5.txt;5;5;5;3;6:00:00
log_algov5_6_2.txt;5;6;2;0;0:08.17
log_algov5_6_3.txt;5;6;3;0;22:30.85
log_algov5_6_4.txt;5;6;4;3;6:00:00
log_algov5_6_5.txt;5;6;5;3;6:00:00
log_algov5_7_2.txt;5;7;2;0;0:08.26
log_algov5_7_3.txt;5;7;3;0;34:10.11
log_algov5_7_4.txt;5;7;4;3;6:00:00
log_algov5_7_5.txt;5;7;5;3;6:00:00
log_algov5_8_2.txt;5;8;2;0;0:08.46
log_algov5_8_3.txt;5;8;3;0;39:16.42
log_algov5_8_4.txt;5;8;4;3;6:00:00
log_algov5_8_5.txt;5;8;5;3;6:00:00
log_algov5_9_2.txt;5;9;2;0;0:15.97
log_algov5_9_3.txt;5;9;3;0;24:39.65
log_algov5_9_4.txt;5;9;4;3;6:00:00
log_algov5_9_5.txt;5;9;5;2;6:00:00
log_algov7_10_2.txt;7;10;2;0;0:03.45
log_algov7_10_3.txt;7;10;3;0;14:13.68
log_algov7_10_4.txt;7;10;4;3;6:00:00
log_algov7_10_5.txt;7;10;5;2;6:00:00
log_algov7_2_2.txt;7;2;2;0;0:03.48
log_algov7_2_3.txt;7;2;3;0;5:01.33
log_algov7_2_4.txt;7;2;4;3;6:00:00
log_algov7_2_5.txt;7;2;5;3;6:00:00
log_algov7_3_2.txt;7;3;2;0;0:03.41
log_algov7_3_3.txt;7;3;3;0;5:07.50
log_algov7_3_4.txt;7;3;4;3;6:00:00
log_algov7_3_5.txt;7;3;5;3;6:00:00
log_algov7_4_2.txt;7;4;2;0;0:03.51
log_algov7_4_3.txt;7;4;3;0;5:36.55
log_algov7_4_4.txt;7;4;4;3;6:00:00
log_algov7_4_5.txt;7;4;5;3;6:00:00
log_algov7_5_2.txt;7;5;2;0;0:03.45
log_algov7_5_3.txt;7;5;3;0;7:20.15
log_algov7_5_4.txt;7;5;4;3;6:00:00
log_algov7_5_5.txt;7;5;5;3;6:00:00
log_algov7_6_2.txt;7;6;2;0;0:03.52
log_algov7_6_3.txt;7;6;3;0;10:25.20
log_algov7_6_4.txt;7;6;4;3;6:00:00
log_algov7_6_5.txt;7;6;5;3;6:00:00
log_algov7_7_2.txt;7;7;2;0;0:03.45
log_algov7_7_3.txt;7;7;3;0;11:02.64
log_algov7_7_4.txt;7;7;4;3;6:00:00
log_algov7_7_5.txt;7;7;5;3;6:00:00
log_algov7_8_2.txt;7;8;2;0;0:03.47
log_algov7_8_3.txt;7;8;3;0;16:06.98
log_algov7_8_4.txt;7;8;4;3;6:00:00
log_algov7_8_5.txt;7;8;5;2;6:00:00
log_algov7_9_2.txt;7;9;2;0;0:03.46
log_algov7_9_3.txt;7;9;3;0;17:59.01
log_algov7_9_4.txt;7;9;4;2;6:00:00
log_algov7_9_5.txt;7;9;5;3;6:00:00
