file;algo;taille anneau;nb robots;error;time elapsed
log_algov5_10_2.txt;5;10;2;0;9.42
log_algov5_10_3.txt;5;10;3;0;2018.73
log_algov5_10_4.txt;5;10;4;3;21600.0
log_algov5_10_5.txt;5;10;5;3;21600.0
log_algov5_2_2.txt;5;2;2;0;7.49
log_algov5_2_3.txt;5;2;3;0;1072.72
log_algov5_2_4.txt;5;2;4;3;21600.0
log_algov5_2_5.txt;5;2;5;3;21600.0
log_algov5_3_2.txt;5;3;2;0;7.57
log_algov5_3_3.txt;5;3;3;0;1273.63
log_algov5_3_4.txt;5;3;4;3;21600.0
log_algov5_3_5.txt;5;3;5;3;21600.0
log_algov5_4_2.txt;5;4;2;0;7.85
log_algov5_4_3.txt;5;4;3;0;1417.96
log_algov5_4_4.txt;5;4;4;3;21600.0
log_algov5_4_5.txt;5;4;5;3;21600.0
log_algov5_5_2.txt;5;5;2;0;7.79
log_algov5_5_3.txt;5;5;3;0;1409.03
log_algov5_5_4.txt;5;5;4;3;21600.0
log_algov5_5_5.txt;5;5;5;3;21600.0
log_algov5_6_2.txt;5;6;2;0;8.17
log_algov5_6_3.txt;5;6;3;0;1350.85
log_algov5_6_4.txt;5;6;4;3;21600.0
log_algov5_6_5.txt;5;6;5;3;21600.0
log_algov5_7_2.txt;5;7;2;0;8.26
log_algov5_7_3.txt;5;7;3;0;2050.11
log_algov5_7_4.txt;5;7;4;3;21600.0
log_algov5_7_5.txt;5;7;5;3;21600.0
log_algov5_8_2.txt;5;8;2;0;8.46
log_algov5_8_3.txt;5;8;3;0;2356.42
log_algov5_8_4.txt;5;8;4;3;21600.0
log_algov5_8_5.txt;5;8;5;3;21600.0
log_algov5_9_2.txt;5;9;2;0;15.97
log_algov5_9_3.txt;5;9;3;0;1479.65
log_algov5_9_4.txt;5;9;4;3;21600.0
log_algov5_9_5.txt;5;9;5;2;21600.0
log_algov7_10_2.txt;7;10;2;0;3.45
log_algov7_10_3.txt;7;10;3;0;853.68
log_algov7_10_4.txt;7;10;4;3;21600.0
log_algov7_10_5.txt;7;10;5;2;21600.0
log_algov7_2_2.txt;7;2;2;0;3.48
log_algov7_2_3.txt;7;2;3;0;301.33
log_algov7_2_4.txt;7;2;4;3;21600.0
log_algov7_2_5.txt;7;2;5;3;21600.0
log_algov7_3_2.txt;7;3;2;0;3.41
log_algov7_3_3.txt;7;3;3;0;307.50
log_algov7_3_4.txt;7;3;4;3;21600.0
log_algov7_3_5.txt;7;3;5;3;21600.0
log_algov7_4_2.txt;7;4;2;0;3.51
log_algov7_4_3.txt;7;4;3;0;336.55
log_algov7_4_4.txt;7;4;4;3;21600.0
log_algov7_4_5.txt;7;4;5;3;21600.0
log_algov7_5_2.txt;7;5;2;0;3.45
log_algov7_5_3.txt;7;5;3;0;440.15
log_algov7_5_4.txt;7;5;4;3;21600.0
log_algov7_5_5.txt;7;5;5;3;21600.0
log_algov7_6_2.txt;7;6;2;0;3.52
log_algov7_6_3.txt;7;6;3;0;625.20
log_algov7_6_4.txt;7;6;4;3;21600.0
log_algov7_6_5.txt;7;6;5;3;21600.0
log_algov7_7_2.txt;7;7;2;0;3.45
log_algov7_7_3.txt;7;7;3;0;662.64
log_algov7_7_4.txt;7;7;4;3;21600.0
log_algov7_7_5.txt;7;7;5;3;21600.0
log_algov7_8_2.txt;7;8;2;0;3.47
log_algov7_8_3.txt;7;8;3;0;966.98
log_algov7_8_4.txt;7;8;4;3;21600.0
log_algov7_8_5.txt;7;8;5;2;21600.0
log_algov7_9_2.txt;7;9;2;0;3.46
log_algov7_9_3.txt;7;9;3;0;1079.01
log_algov7_9_4.txt;7;9;4;2;21600.0
log_algov7_9_5.txt;7;9;5;3;21600.0
